source_file,timestamp_utc,timestamp_ny,reason
03_mnq_12_20.Last.txt,2020-10-18 11:28:00+00:00,2020-10-18 07:28:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:29:00+00:00,2020-10-18 07:29:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:30:00+00:00,2020-10-18 07:30:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:31:00+00:00,2020-10-18 07:31:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:32:00+00:00,2020-10-18 07:32:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:33:00+00:00,2020-10-18 07:33:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:34:00+00:00,2020-10-18 07:34:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:35:00+00:00,2020-10-18 07:35:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:36:00+00:00,2020-10-18 07:36:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:37:00+00:00,2020-10-18 07:37:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:38:00+00:00,2020-10-18 07:38:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:39:00+00:00,2020-10-18 07:39:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:40:00+00:00,2020-10-18 07:40:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:41:00+00:00,2020-10-18 07:41:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:42:00+00:00,2020-10-18 07:42:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:43:00+00:00,2020-10-18 07:43:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:44:00+00:00,2020-10-18 07:44:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:45:00+00:00,2020-10-18 07:45:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:46:00+00:00,2020-10-18 07:46:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:47:00+00:00,2020-10-18 07:47:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:48:00+00:00,2020-10-18 07:48:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:49:00+00:00,2020-10-18 07:49:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:50:00+00:00,2020-10-18 07:50:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:51:00+00:00,2020-10-18 07:51:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:52:00+00:00,2020-10-18 07:52:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:53:00+00:00,2020-10-18 07:53:00-04:00,NO_SESSION
