variable,minute_of_day,n,point,ci_lo,ci_hi
extreme_flag,1435,1408,0.0014204545454545455,0.0,0.0035600495787328525
extreme_flag,1436,1411,0.001417434443656981,0.0,0.0035500688049116117
extreme_flag,1437,1410,0.0007092198581560284,0.0,0.0024990562048865777
extreme_flag,1438,1408,0.0,0.0,0.0
extreme_flag,1439,1404,0.0,0.0,0.0
volume,0,1412,74.0,70.0,78.26249999999999
volume,1,1415,127.0,122.0,133.52499999999998
volume,2,1414,101.0,98.0,107.0
volume,3,1412,92.0,86.7375,96.0
volume,4,1414,88.0,85.0,93.0
volume,5,1411,85.0,80.0,89.0
volume,6,1409,88.0,82.0,93.0
volume,7,1412,89.0,83.0,94.0
volume,8,1410,86.0,81.0,91.0
volume,9,1410,85.0,79.2375,90.0
volume,10,1413,81.0,79.0,85.0
volume,11,1413,91.0,86.7375,96.52499999999998
volume,12,1410,81.0,77.0,86.0
volume,13,1411,77.0,72.0,83.0
volume,14,1412,79.0,75.0,82.52499999999998
volume,15,1409,75.0,71.0,80.0
volume,16,1413,88.0,83.0,95.0
volume,17,1409,80.0,77.0,85.0
volume,18,1412,76.0,71.0,80.52499999999998
volume,19,1412,77.0,72.0,82.0
volume,20,1408,72.0,69.2375,78.0
volume,21,1412,79.0,74.0,83.0
volume,22,1412,75.0,70.0,80.0
volume,23,1409,76.0,72.0,81.0
volume,24,1410,74.0,67.0,80.0
volume,25,1407,77.0,73.2375,82.0
volume,26,1408,80.0,75.475,85.0
volume,27,1408,77.0,72.0,81.0
volume,28,1409,81.0,76.0,86.0
volume,29,1408,78.5,75.0,83.26249999999999
volume,30,1409,81.0,78.0,85.0
volume,31,1413,126.0,120.2375,134.2625
volume,32,1411,110.0,104.0,116.0
volume,33,1410,101.0,96.0,107.0
volume,34,1410,93.0,86.0,99.0
volume,35,1409,86.0,79.5,92.0
volume,36,1410,94.0,88.0,101.0
volume,37,1413,86.0,81.0,91.0
volume,38,1410,86.0,82.0,91.0
volume,39,1412,83.0,79.0,88.0
volume,40,1412,83.0,76.475,87.0
volume,41,1408,87.0,82.0,92.0
volume,42,1412,80.0,75.7375,85.0
volume,43,1412,83.0,78.0,89.0
volume,44,1411,75.0,71.0,82.0
volume,45,1406,76.5,72.0,81.0
volume,46,1410,90.0,85.0,95.0
volume,47,1411,81.0,76.0,86.26249999999999
volume,48,1406,77.0,72.0,82.0
volume,49,1409,80.0,75.0,87.0
volume,50,1410,78.0,73.0,83.26249999999999
volume,51,1411,89.0,82.475,95.0
volume,52,1411,83.0,76.7375,88.26249999999999
volume,53,1410,82.0,76.0,87.0
volume,54,1409,79.0,74.0,84.0
volume,55,1412,81.0,75.0,87.0
volume,56,1413,86.0,81.0,89.52499999999998
volume,57,1406,83.5,79.0,89.0
volume,58,1410,80.0,76.475,86.0
volume,59,1406,83.0,77.0,88.0
volume,60,1412,87.0,84.0,93.0
volume,61,1411,185.0,175.0,195.0
volume,62,1412,144.0,139.0,150.2625
volume,63,1410,133.5,125.475,139.0
volume,64,1409,124.0,116.475,130.52499999999998
volume,65,1411,119.0,113.0,127.0
volume,66,1409,131.0,125.0,137.7625
volume,67,1410,122.0,114.0,128.0
volume,68,1412,118.0,112.475,124.0
volume,69,1408,113.0,107.0,119.0
volume,70,1410,112.0,106.0,120.0
volume,71,1412,124.0,116.0,130.0
volume,72,1411,116.0,111.0,122.76249999999999
volume,73,1412,107.0,101.475,113.0
volume,74,1410,107.0,99.0,113.0
volume,75,1409,105.0,99.0,112.52499999999998
volume,76,1412,127.0,119.5,133.7625
volume,77,1411,111.0,105.0,119.0
volume,78,1407,107.0,98.7375,113.0
volume,79,1409,107.0,100.0,114.0
volume,80,1409,106.0,102.0,111.0
volume,81,1409,114.0,108.0,120.0
volume,82,1413,106.0,101.0,113.52499999999998
volume,83,1412,107.0,101.0,115.0
volume,84,1410,100.5,96.0,106.52499999999998
volume,85,1412,105.0,100.0,111.0
volume,86,1413,109.0,105.0,115.0
volume,87,1409,106.0,102.0,111.0
volume,88,1412,102.0,97.0,108.0
volume,89,1411,105.0,100.0,111.0
volume,90,1411,119.0,113.0,124.0
volume,91,1407,163.0,154.475,174.0
volume,92,1411,136.0,127.0,143.0
volume,93,1411,121.0,114.0,126.0
volume,94,1412,117.0,108.475,125.0
volume,95,1410,114.0,107.0,120.0
volume,96,1412,121.0,115.0,128.7625
volume,97,1411,117.0,112.475,124.52499999999998
volume,98,1411,115.0,107.0,119.76249999999999
volume,99,1411,117.0,109.2375,123.76249999999999
volume,100,1411,110.0,101.475,116.0
volume,101,1411,128.0,121.0,136.0
volume,102,1409,118.0,113.475,127.52499999999998
volume,103,1411,121.0,115.0,128.0
volume,104,1410,111.0,105.2375,116.76249999999999
volume,105,1411,111.0,104.475,119.0
volume,106,1410,131.0,125.0,137.0
volume,107,1412,123.0,114.0,129.52499999999998
volume,108,1412,113.5,108.0,119.76249999999999
volume,109,1406,112.0,104.0,119.0
volume,110,1411,113.0,107.0,121.0
volume,111,1411,131.0,123.0,139.52499999999998
volume,112,1413,127.0,120.0,133.0
volume,113,1411,118.0,112.0,123.0
volume,114,1411,112.0,106.0,117.0
volume,115,1412,115.0,107.0,124.0
volume,116,1413,120.0,113.0,128.0
volume,117,1411,122.0,115.475,130.0
volume,118,1411,117.0,110.475,125.0
volume,119,1413,124.0,116.475,130.0
volume,120,1413,144.0,136.0,151.7625
volume,121,1413,369.0,356.7375,384.0
volume,122,1414,274.0,264.0,285.525
volume,123,1413,241.0,231.0,253.0
volume,124,1414,224.0,215.2375,237.2625
volume,125,1413,214.0,205.5,221.7625
volume,126,1411,222.0,215.0,233.0
volume,127,1412,206.0,200.475,215.7625
volume,128,1413,193.0,182.475,200.7625
volume,129,1413,180.0,172.2125,188.0
volume,130,1415,180.0,172.0,188.52499999999998
volume,131,1413,198.0,190.475,208.52499999999998
volume,132,1413,183.0,174.0,191.5
volume,133,1409,174.0,165.475,182.0
volume,134,1413,163.0,153.0,172.0
volume,135,1412,162.0,154.7375,169.0
volume,136,1414,193.5,185.7375,205.0
volume,137,1413,174.0,166.475,183.0
volume,138,1410,169.0,159.475,177.0
volume,139,1412,163.0,157.0,173.7625
volume,140,1414,158.0,148.475,166.0
volume,141,1412,176.5,166.0,187.0
volume,142,1413,165.0,156.0,172.52499999999998
volume,143,1412,156.0,146.2375,164.0
volume,144,1412,155.0,147.0,164.2625
volume,145,1411,155.0,149.0,164.0
volume,146,1410,169.0,162.0,176.0
volume,147,1413,161.0,150.0,170.0
volume,148,1414,155.0,146.475,164.0
volume,149,1413,154.0,148.0,161.0
volume,150,1411,155.0,146.0,162.5
volume,151,1413,232.0,219.5,244.52499999999998
volume,152,1411,181.0,172.2375,191.2625
volume,153,1413,168.0,161.0,175.0
volume,154,1412,158.0,149.0,165.0
volume,155,1413,152.0,144.0,161.5
volume,156,1416,171.0,161.0,179.52499999999998
volume,157,1413,161.0,152.0,170.0
volume,158,1413,153.0,146.0,163.0
volume,159,1413,155.0,148.0,162.7625
volume,160,1412,149.0,141.0,156.0
volume,161,1412,167.0,156.0,175.0
volume,162,1413,156.0,148.0,163.0
volume,163,1412,152.0,143.2375,160.52499999999998
volume,164,1412,146.0,138.475,153.0
volume,165,1409,149.0,142.475,156.0
volume,166,1414,183.0,173.2375,193.0
volume,167,1411,160.0,152.0,169.0
volume,168,1413,155.0,146.0,165.0
volume,169,1412,152.0,143.0,162.0
volume,170,1411,148.0,141.0,158.0
volume,171,1410,152.0,143.2375,158.0
volume,172,1413,148.0,139.0,154.0
volume,173,1411,140.0,133.0,146.0
volume,174,1413,130.0,125.0,138.0
volume,175,1413,137.0,127.0,145.7625
volume,176,1413,149.0,140.5,160.0
volume,177,1414,147.0,141.0,155.52499999999998
volume,178,1412,144.0,138.0,153.0
volume,179,1413,143.0,137.0,152.7625
volume,180,1413,193.0,184.475,203.0
volume,181,1414,722.0,704.0,751.7874999999999
volume,182,1412,460.0,446.0,484.525
volume,183,1413,425.0,405.0,444.0
volume,184,1410,377.5,362.0,396.525
volume,185,1410,325.5,311.2375,340.525
volume,186,1413,408.0,391.7375,428.2625
volume,187,1412,395.5,380.475,412.0
volume,188,1412,349.5,333.7375,361.7625
volume,189,1411,335.0,323.0,357.0
volume,190,1414,318.0,305.0,336.0
volume,191,1413,369.0,352.2375,385.7625
volume,192,1410,335.5,320.2375,346.0
volume,193,1412,319.0,304.0,336.525
volume,194,1413,302.0,289.0,314.025
volume,195,1411,302.0,287.0,313.78749999999997
volume,196,1413,372.0,354.5,388.5
volume,197,1413,322.0,308.475,333.525
volume,198,1410,315.0,303.2375,331.0
volume,199,1415,302.0,289.475,316.7625
volume,200,1412,292.5,275.0,308.2625
volume,201,1411,326.0,311.5,340.7625
volume,202,1411,316.0,301.475,336.0
volume,203,1413,311.0,297.0,325.0
volume,204,1414,293.0,273.0,310.2625
volume,205,1414,291.0,276.475,303.0
volume,206,1412,322.0,303.2375,341.0
volume,207,1412,304.0,288.0,321.525
volume,208,1412,280.0,269.0,295.7625
volume,209,1414,282.0,269.0,292.0
volume,210,1411,267.0,254.0,284.0
volume,211,1416,409.0,391.475,430.0
volume,212,1414,330.0,314.0,349.0
volume,213,1412,316.5,300.0,339.0
volume,214,1413,307.0,292.6875,318.5
volume,215,1411,290.0,271.0,306.2625
volume,216,1414,300.5,285.7375,317.0
volume,217,1413,294.0,280.0,306.0
volume,218,1412,281.5,272.0,292.525
volume,219,1411,264.0,251.0,278.0
volume,220,1412,261.0,250.5,272.0
volume,221,1412,291.0,278.0,305.525
volume,222,1412,267.5,255.0,285.0
volume,223,1413,270.0,253.475,284.0
volume,224,1413,247.0,232.0,260.0
volume,225,1413,237.0,224.0,247.0
volume,226,1412,290.5,274.0,303.525
volume,227,1413,262.0,248.0,278.2625
volume,228,1412,259.5,246.475,272.525
volume,229,1413,240.0,228.475,255.0
volume,230,1413,249.0,237.475,258.525
volume,231,1413,266.0,252.2375,278.0
volume,232,1413,255.0,243.475,272.5
volume,233,1413,241.0,229.0,255.0
volume,234,1410,238.0,227.2375,250.52499999999998
volume,235,1413,241.0,227.0,254.0
volume,236,1413,262.0,244.0,272.0
volume,237,1411,245.0,233.5,256.5
volume,238,1411,227.0,218.2375,240.0
volume,239,1411,231.0,218.2375,243.0
volume,240,1413,225.0,217.0,232.0
volume,241,1414,524.5,499.0,549.6249999999999
volume,242,1413,410.0,389.95,426.0
volume,243,1412,381.5,364.0,399.0
volume,244,1412,365.5,342.475,387.0
volume,245,1413,344.0,326.0,365.2625
volume,246,1411,365.0,348.0,385.525
volume,247,1412,344.0,332.0,366.0
volume,248,1414,327.5,313.475,342.0
volume,249,1414,320.0,303.2375,336.0
volume,250,1411,315.0,300.475,327.0
volume,251,1412,322.0,309.475,340.7625
volume,252,1410,292.0,278.0,309.525
volume,253,1413,292.0,280.2375,305.525
volume,254,1412,283.0,270.0,297.7625
volume,255,1411,277.0,263.2375,291.28749999999997
volume,256,1412,317.0,303.95,334.525
volume,257,1411,293.0,277.0,304.0
volume,258,1410,273.0,261.475,289.0
volume,259,1413,280.0,267.0,289.525
volume,260,1411,264.0,253.5,273.7625
volume,261,1410,286.0,273.0,300.2625
volume,262,1411,269.0,254.7375,283.0
volume,263,1410,270.0,257.475,283.0
volume,264,1411,248.0,236.0,261.0
volume,265,1413,244.0,236.0,259.0
volume,266,1412,263.0,252.5,277.0
volume,267,1412,239.0,227.0,251.2625
volume,268,1412,234.0,222.0,244.2625
volume,269,1413,224.0,215.475,234.81249999999994
volume,270,1412,226.5,215.2375,239.0
volume,271,1414,289.0,274.7375,307.78749999999997
volume,272,1413,250.0,238.0,262.2625
volume,273,1412,253.0,237.0,266.0
volume,274,1412,240.5,226.2375,252.52499999999998
volume,275,1413,235.0,222.2375,246.5
volume,276,1412,248.5,238.0,267.0
volume,277,1413,243.0,229.475,255.52499999999998
volume,278,1413,237.0,225.0,252.0
volume,279,1413,224.0,214.7375,235.0
volume,280,1411,225.0,214.0,235.52499999999998
volume,281,1415,241.0,232.0,253.0
volume,282,1413,227.0,215.0,238.0
volume,283,1412,225.0,216.475,238.0
volume,284,1412,214.0,201.475,224.2625
volume,285,1410,216.0,202.475,230.0
volume,286,1413,240.0,230.0,253.0
volume,287,1413,224.0,216.0,234.0
volume,288,1413,222.0,212.475,235.0
volume,289,1414,206.5,198.475,218.5
volume,290,1414,202.5,193.0,213.0
volume,291,1415,221.0,210.0,232.0
volume,292,1411,219.0,208.7375,233.2625
volume,293,1410,214.0,202.0,221.7625
volume,294,1413,207.0,195.5,220.0
volume,295,1414,200.0,188.0,213.0
volume,296,1414,211.0,202.2375,222.0
volume,297,1413,207.0,196.475,219.0
volume,298,1410,197.0,188.475,208.2625
volume,299,1414,191.0,181.0,201.7625
volume,300,1412,183.5,175.0,191.0
volume,301,1414,290.0,277.0,308.0
volume,302,1413,242.0,231.0,251.7625
volume,303,1413,231.0,222.0,242.0
volume,304,1413,216.0,208.0,227.0
volume,305,1406,218.0,203.0,231.0
volume,306,1408,229.0,218.0,238.0
volume,307,1406,224.0,214.0,234.0
volume,308,1408,219.0,208.475,225.52499999999998
volume,309,1407,206.0,197.5,217.0
volume,310,1408,202.0,191.0,211.0
volume,311,1406,210.0,202.0,226.7625
volume,312,1408,199.0,189.0,211.0
volume,313,1405,208.0,197.0,219.0
volume,314,1409,200.0,192.0,213.2625
volume,315,1409,197.0,187.0,205.2625
volume,316,1409,230.0,221.0,247.0
volume,317,1409,211.0,200.0,222.0
volume,318,1409,204.0,195.0,214.02499999999998
volume,319,1413,195.0,188.475,206.0
volume,320,1414,189.0,177.7375,200.0
volume,321,1414,211.0,205.0,221.5
volume,322,1414,201.0,193.0,210.0
volume,323,1413,199.0,190.0,210.52499999999998
volume,324,1413,194.0,184.5,205.0
volume,325,1412,201.5,190.0,213.0
volume,326,1412,215.5,204.0,228.2625
volume,327,1412,197.0,187.0,207.5
volume,328,1414,196.5,188.0,209.2625
volume,329,1414,197.0,188.0,205.0
volume,330,1415,189.0,180.0,199.0
volume,331,1414,248.0,238.0,258.0
volume,332,1415,216.0,205.2375,223.7625
volume,333,1413,199.0,187.475,211.0
volume,334,1415,200.0,188.0,209.7625
volume,335,1415,191.0,180.475,203.0
volume,336,1415,204.0,194.0,210.7625
volume,337,1414,199.0,190.475,212.0
volume,338,1414,190.5,184.0,201.7625
volume,339,1415,184.0,176.0,192.0
volume,340,1414,182.5,177.0,191.0
volume,341,1416,208.0,197.2375,218.0
volume,342,1413,197.0,190.0,207.52499999999998
volume,343,1415,196.0,185.0,209.0
volume,344,1414,184.0,175.475,192.52499999999998
volume,345,1415,179.0,172.0,185.52499999999998
volume,346,1415,208.0,198.0,217.0
volume,347,1412,200.0,187.7125,210.0
volume,348,1414,188.0,180.2375,198.0
volume,349,1414,186.0,178.0,194.52499999999998
volume,350,1411,183.0,175.475,194.0
volume,351,1409,210.0,202.7375,222.0
volume,352,1408,196.5,185.0,210.0
volume,353,1407,199.0,188.475,210.7625
volume,354,1411,191.0,182.0,201.52499999999998
volume,355,1409,188.0,181.2375,197.0
volume,356,1408,205.5,195.0,213.0
volume,357,1409,195.0,189.0,204.52499999999998
volume,358,1410,185.0,177.0,197.0
volume,359,1408,185.5,176.0,195.0
volume,360,1407,181.0,172.0,187.0
volume,361,1410,319.0,302.475,335.5
volume,362,1408,244.0,234.0,255.0
volume,363,1409,215.0,206.5,226.2625
volume,364,1409,219.0,209.0,230.0
volume,365,1409,215.0,205.475,231.0
volume,366,1409,229.0,215.0,240.0
volume,367,1408,223.0,208.475,230.7625
volume,368,1411,215.0,205.95,229.0
volume,369,1408,212.0,199.475,220.52499999999998
volume,370,1405,195.0,187.0,207.2625
volume,371,1411,222.0,214.0,234.0
volume,372,1409,203.0,194.0,213.52499999999998
volume,373,1408,205.0,196.0,215.0
volume,374,1403,206.0,198.0,215.5
volume,375,1409,207.0,197.0,214.2625
volume,376,1409,227.0,219.0,241.0
volume,377,1407,212.0,200.0,222.0
volume,378,1409,201.0,193.0,209.2625
volume,379,1408,199.0,189.0,208.2625
volume,380,1408,194.0,184.0,204.0
volume,381,1408,213.5,202.0,224.0
volume,382,1409,204.0,190.0,217.0
volume,383,1408,200.0,189.2375,212.0
volume,384,1408,188.0,178.0,196.0
volume,385,1409,200.0,189.95,212.0
volume,386,1408,201.0,192.0,217.0
volume,387,1406,200.0,188.975,211.0
volume,388,1409,188.0,179.0,195.0
volume,389,1408,181.0,172.0,191.0
volume,390,1406,181.0,174.0,189.0
volume,391,1408,251.0,243.0,259.0
volume,392,1409,218.0,209.7375,231.0
volume,393,1411,216.0,205.475,228.0
volume,394,1410,203.0,193.0,213.0
volume,395,1409,196.0,188.7375,204.7625
volume,396,1409,219.0,206.6875,227.0
volume,397,1406,215.0,203.0,228.57499999999993
volume,398,1406,199.0,187.0,215.0
volume,399,1405,195.0,187.0,204.0
volume,400,1408,196.0,188.0,207.7625
volume,401,1407,215.0,205.2375,228.0
volume,402,1410,202.0,194.95,212.0
volume,403,1406,207.0,195.2375,213.0
volume,404,1408,201.0,189.2375,209.0
volume,405,1406,198.0,188.0,208.0
volume,406,1408,235.5,227.7375,248.0
volume,407,1410,210.0,200.7375,219.0
volume,408,1409,206.0,197.0,214.2625
volume,409,1412,207.0,197.0,221.7625
volume,410,1411,201.0,191.0,213.0
volume,411,1411,216.0,205.7125,230.0
volume,412,1413,207.0,198.7375,217.0
volume,413,1411,212.0,202.0,222.0
volume,414,1412,206.0,195.0,218.0
volume,415,1411,211.0,205.0,220.7625
volume,416,1412,219.0,207.475,232.04999999999995
volume,417,1414,223.0,213.0,235.0
volume,418,1414,211.0,203.0,223.0
volume,419,1412,220.5,212.0,233.52499999999998
volume,420,1413,233.0,221.0,251.0
volume,421,1415,480.0,459.0,502.0
volume,422,1414,320.0,308.0,337.5
volume,423,1414,301.0,286.475,313.5
volume,424,1413,292.0,280.2375,306.525
volume,425,1412,275.0,266.0,288.0
volume,426,1411,301.0,288.7375,312.0
volume,427,1411,276.0,260.7375,291.0
volume,428,1414,267.0,253.0,277.525
volume,429,1412,254.0,243.0,265.7625
volume,430,1414,259.0,246.0,273.0
volume,431,1412,283.5,270.475,297.28749999999997
volume,432,1412,252.0,243.0,269.525
volume,433,1413,262.0,251.0,272.0
volume,434,1412,251.0,241.0,265.0
volume,435,1413,254.0,243.475,264.78749999999997
volume,436,1414,295.0,279.475,308.0
volume,437,1414,267.0,257.0,279.0
volume,438,1414,261.5,250.0,273.5
volume,439,1414,246.0,237.0,259.7625
volume,440,1411,243.0,230.0,257.0
volume,441,1414,270.0,260.0,281.525
volume,442,1411,260.0,242.475,275.0
volume,443,1415,253.0,241.0,268.28749999999997
volume,444,1412,248.0,235.475,259.0
volume,445,1414,253.0,245.0,264.0
volume,446,1413,273.0,261.0,288.525
volume,447,1414,252.0,241.0,267.0
volume,448,1414,259.0,245.0,272.0
volume,449,1413,254.0,242.0,266.0
volume,450,1412,241.0,230.5,251.52499999999998
volume,451,1413,341.0,330.0,355.0
volume,452,1414,301.0,282.1875,314.0
volume,453,1413,274.0,259.475,285.5
volume,454,1413,279.0,268.0,290.0
volume,455,1414,263.0,250.7375,275.525
volume,456,1412,301.5,288.7375,310.2625
volume,457,1414,280.0,266.0,292.5
volume,458,1414,266.0,255.0,277.0
volume,459,1414,257.5,240.7375,270.0
volume,460,1413,260.0,248.475,272.0
volume,461,1414,288.5,273.7375,302.7625
volume,462,1413,258.0,245.475,270.0
volume,463,1413,275.0,263.0,289.0
volume,464,1412,258.0,245.0,267.0
volume,465,1412,260.0,244.7375,276.0
volume,466,1413,302.0,288.95,316.2625
volume,467,1412,290.0,272.0,300.0
volume,468,1412,267.5,258.0,285.0
volume,469,1414,270.5,260.0,284.0
volume,470,1412,261.0,248.2375,275.0
volume,471,1414,279.5,264.0,302.04999999999995
volume,472,1414,265.5,250.2375,280.7625
volume,473,1412,263.0,251.0,278.525
volume,474,1413,258.0,244.475,269.525
volume,475,1412,271.5,255.975,282.525
volume,476,1413,293.0,278.2375,302.5
volume,477,1414,270.0,259.0,282.0
volume,478,1413,276.0,264.7375,288.0
volume,479,1413,269.0,258.475,282.0
volume,480,1413,266.0,253.0,278.0
volume,481,1413,523.0,498.2375,547.0
volume,482,1413,436.0,414.0,460.2625
volume,483,1415,382.0,367.0,401.525
volume,484,1414,349.0,330.0,366.0
volume,485,1413,351.0,333.0,367.0
volume,486,1411,386.0,370.0,403.2625
volume,487,1414,364.0,347.7375,382.0
volume,488,1413,358.0,343.2375,376.0
volume,489,1413,343.0,324.2375,360.0
volume,490,1414,342.0,326.475,355.78749999999997
volume,491,1413,387.0,364.475,400.0
volume,492,1413,340.0,324.2375,356.0
volume,493,1412,342.5,328.0,362.5
volume,494,1413,333.0,316.0,348.525
volume,495,1412,339.0,327.475,353.0
volume,496,1413,410.0,393.0,430.525
volume,497,1412,383.0,368.475,394.525
volume,498,1414,365.0,351.0,382.0
volume,499,1414,358.5,343.0,375.04999999999995
volume,500,1413,353.0,335.475,371.0
volume,501,1415,450.0,432.0,472.0
volume,502,1412,411.0,393.0,427.0
volume,503,1413,388.0,368.0,409.0
volume,504,1413,379.0,362.2375,399.0
volume,505,1412,382.0,369.0,398.0
volume,506,1413,393.0,373.0,412.0
volume,507,1412,363.0,343.0,380.525
volume,508,1413,347.0,339.0,364.7625
volume,509,1414,332.5,317.0,349.0
volume,510,1414,352.0,335.475,371.0
volume,511,1413,806.0,754.0,862.0
volume,512,1411,723.0,674.0,773.525
volume,513,1412,681.0,634.425,717.0
volume,514,1413,643.0,595.7375,677.2874999999999
volume,515,1412,609.0,573.2375,643.0
volume,516,1414,635.0,585.425,678.525
volume,517,1413,639.0,597.2375,671.0
volume,518,1412,606.5,569.95,637.0
volume,519,1412,574.0,533.475,614.0
volume,520,1414,547.5,513.0,582.0
volume,521,1414,639.5,604.0,679.0
volume,522,1413,558.0,532.475,590.525
volume,523,1413,583.0,548.425,618.2625
volume,524,1412,540.5,523.0,567.0
volume,525,1412,530.5,502.95,566.7625
volume,526,1410,616.0,581.0,643.2874999999999
volume,527,1413,564.0,539.0,592.0
volume,528,1412,533.0,498.0,558.0
volume,529,1412,552.5,519.475,574.525
volume,530,1414,499.5,477.475,539.525
volume,531,1413,571.0,545.0,606.0
volume,532,1414,538.0,512.475,562.0
volume,533,1412,521.5,493.475,550.0
volume,534,1414,505.5,480.7375,524.2625
volume,535,1412,507.5,480.475,542.0
volume,536,1412,518.5,491.95,547.05
volume,537,1414,516.5,492.7375,547.0999999999999
volume,538,1411,493.0,466.7375,515.525
volume,539,1413,482.0,459.2375,510.0
volume,540,1412,480.5,458.0,508.28749999999997
volume,541,1414,786.0,747.475,822.525
volume,542,1413,635.0,603.2375,674.05
volume,543,1415,631.0,592.7375,666.0
volume,544,1414,559.0,530.475,590.0
volume,545,1413,558.0,526.475,584.5
volume,546,1413,584.0,563.475,618.0
volume,547,1414,586.5,560.2375,615.0
volume,548,1415,556.0,526.7375,594.0
volume,549,1413,535.0,515.2375,565.5749999999999
volume,550,1413,520.0,491.0,549.0
volume,551,1413,565.0,534.475,598.525
volume,552,1413,517.0,493.7375,540.0
volume,553,1414,531.5,504.0,557.7874999999999
volume,554,1413,515.0,488.475,537.525
volume,555,1413,506.0,483.425,527.525
volume,556,1409,613.0,588.475,643.0
volume,557,1411,570.0,539.475,595.0
volume,558,1410,514.5,495.0,547.3125
volume,559,1411,530.0,505.0,554.0
volume,560,1411,495.0,475.95,511.04999999999995
volume,561,1412,537.5,510.0,556.0
volume,562,1410,522.5,497.2125,558.2874999999999
volume,563,1411,500.0,471.95,527.525
volume,564,1411,448.0,425.0,471.0
volume,565,1413,480.0,454.475,502.0
volume,566,1410,824.0,775.95,860.2625
volume,567,1410,539.0,518.2375,563.5
volume,568,1410,775.5,740.475,811.7874999999999
volume,569,1410,970.0,937.0,1006.8874999999998
volume,570,1410,989.0,951.7375,1020.0
volume,571,1394,7026.0,6868.9,7162.0
volume,572,1393,6232.0,6083.2125,6415.525
volume,573,1393,5851.0,5734.0,6002.05
volume,574,1392,5194.0,5036.6625,5353.2875
volume,575,1393,4972.0,4835.0,5115.825
volume,576,1393,5589.0,5399.85,5750.7625
volume,577,1392,4789.0,4642.7,4918.3125
volume,578,1391,4304.0,4189.85,4483.0
volume,579,1391,4102.0,4004.5,4216.0
volume,580,1391,4009.0,3834.9,4154.825
volume,581,1391,4650.0,4525.475,4810.9625
volume,582,1391,3934.0,3775.475,4046.5499999999993
volume,583,1391,3767.0,3605.1875,3954.0125
volume,584,1391,3354.0,3213.475,3468.575
volume,585,1391,3239.0,3159.2375,3397.725
volume,586,1392,4634.5,4498.0625,4776.0
volume,587,1392,3971.0,3865.6875,4112.7625
volume,588,1392,3635.0,3485.475,3734.8375
volume,589,1392,3711.0,3577.425,3862.1
volume,590,1393,3406.0,3293.2375,3527.625
volume,591,1393,4033.0,3873.95,4194.575
volume,592,1394,3656.5,3511.7,3800.2999999999997
volume,593,1394,3456.5,3356.6625,3566.725
volume,594,1394,3236.5,3117.375,3331.05
volume,595,1395,3249.0,3129.1875,3357.05
volume,596,1394,3452.5,3329.0,3576.575
volume,597,1394,3057.5,2951.0,3174.7875
volume,598,1393,2985.0,2811.3,3094.0
volume,599,1393,2509.0,2429.95,2581.0
volume,600,1392,2278.5,2195.5,2361.0
volume,601,1393,4627.0,4456.125,4802.924999999999
volume,602,1393,3890.0,3739.475,4012.525
volume,603,1393,3609.0,3479.6625,3729.0
volume,604,1393,3285.0,3177.475,3388.0
volume,605,1393,3116.0,2968.7375,3207.0
volume,606,1393,3508.0,3395.7375,3642.274999999999
volume,607,1393,3416.0,3259.0875,3535.1
volume,608,1393,3137.0,2991.475,3256.0
volume,609,1394,3009.0,2905.85,3144.6749999999997
volume,610,1394,2969.5,2866.75,3060.2
volume,611,1394,3295.5,3182.0,3446.525
volume,612,1394,3129.0,2971.8,3253.0
volume,613,1394,3054.0,2924.1625,3136.0
volume,614,1394,2797.5,2743.1875,2909.05
volume,615,1394,2798.0,2684.95,2909.6749999999997
volume,616,1394,3343.5,3228.0,3430.575
volume,617,1394,3015.5,2945.0,3143.0
volume,618,1394,2805.0,2671.2125,2925.2625
volume,619,1394,2722.5,2635.9,2836.0
volume,620,1394,2617.5,2483.1625,2720.2625
volume,621,1394,2987.5,2861.0625,3110.575
volume,622,1394,2770.5,2696.9,2853.2875
volume,623,1394,2706.5,2603.0,2811.0
volume,624,1394,2587.5,2514.0,2690.0
volume,625,1394,2547.0,2452.475,2657.525
volume,626,1394,2795.5,2679.7375,2886.0
volume,627,1394,2598.5,2519.225,2715.1499999999996
volume,628,1394,2472.5,2376.95,2595.05
volume,629,1394,2543.0,2444.6375,2622.525
volume,630,1394,2395.5,2318.475,2484.525
volume,631,1394,3313.0,3206.225,3494.8875
volume,632,1394,2688.0,2610.5875,2791.0
volume,633,1394,2652.0,2542.425,2731.0
volume,634,1394,2457.0,2355.7375,2572.3375
volume,635,1394,2385.5,2301.425,2495.5
volume,636,1394,2582.5,2471.7125,2671.1
volume,637,1394,2586.5,2485.0,2681.525
volume,638,1394,2402.5,2307.325,2499.525
volume,639,1394,2382.0,2272.95,2491.0
volume,640,1394,2273.0,2177.95,2355.6749999999997
volume,641,1394,2627.5,2550.0,2748.45
volume,642,1393,2333.0,2257.0,2426.0
volume,643,1393,2322.0,2227.95,2395.5375
volume,644,1393,2186.0,2100.0,2287.0
volume,645,1393,2161.0,2104.75,2243.7875
volume,646,1393,2576.0,2469.2375,2658.0
volume,647,1393,2354.0,2264.0,2426.1
volume,648,1392,2223.0,2156.7125,2317.7875
volume,649,1393,2221.0,2138.475,2310.7625
volume,650,1393,2159.0,2060.7375,2231.0
