variable,minute_of_day,n,point,ci_lo,ci_hi
r_1m_mean,815,1346,7.883143121991145e-06,-1.655388289227168e-05,3.239006396194397e-05
r_1m_mean,816,1346,1.0836559721662711e-05,-1.5378637467269517e-05,3.66836633484582e-05
r_1m_mean,817,1347,-1.9690694472619226e-05,-5.29803715510511e-05,1.0239076084763383e-05
r_1m_mean,818,1346,1.2543280853786408e-05,-1.305402245573078e-05,3.6131832198580274e-05
r_1m_mean,819,1346,2.9635953021078568e-05,4.221882684759393e-06,5.7608509212435864e-05
r_1m_mean,820,1347,3.106568828202028e-05,7.708083871695143e-06,5.578113077941628e-05
r_1m_mean,821,1347,8.698523194570855e-06,-1.7520617925869793e-05,3.674723088971816e-05
r_1m_mean,822,1347,-3.8386788095340386e-05,-6.350045602945687e-05,-1.3660750710923602e-05
r_1m_mean,823,1347,-4.204112189919755e-06,-2.680031653208814e-05,1.8293947812376726e-05
r_1m_mean,824,1347,-3.7306446426461145e-05,-6.496548969117623e-05,-1.368506676585031e-05
r_1m_mean,825,1347,8.43280641055101e-06,-1.095251486825231e-05,3.0846844674740006e-05
r_1m_mean,826,1347,6.648711939806347e-06,-2.2607551852549052e-05,3.336481003980123e-05
r_1m_mean,827,1347,1.3292236720862368e-05,-1.4757977275815375e-05,4.1958350489812785e-05
r_1m_mean,828,1347,-8.190021895729985e-06,-3.167196950854263e-05,1.9210205967725796e-05
r_1m_mean,829,1347,1.2405905970843717e-05,-1.6476422928567848e-05,4.375198642530206e-05
r_1m_mean,830,1346,8.154310268550625e-06,-1.5047645557118868e-05,2.9178146043310743e-05
r_1m_mean,831,1346,1.748443349348907e-05,-1.0896104968001073e-05,4.448384413312493e-05
r_1m_mean,832,1347,-4.928205376667117e-06,-2.882071764294752e-05,2.027545771028387e-05
r_1m_mean,833,1347,-1.626723574289607e-05,-3.8653138808539035e-05,5.44280737141574e-06
r_1m_mean,834,1347,3.1996245867973933e-06,-1.884902470466366e-05,2.8452166646488314e-05
r_1m_mean,835,1346,6.795649954140686e-06,-1.4544126687071407e-05,2.9648150808948376e-05
r_1m_mean,836,1345,-2.8815784680567804e-05,-5.635281565635283e-05,-3.1301163411672744e-06
r_1m_mean,837,1345,-1.5025513477440068e-05,-4.062217580147645e-05,1.0875582753072159e-05
r_1m_mean,838,1346,1.7765318874083717e-05,-7.63398393962894e-06,4.63878081962396e-05
r_1m_mean,839,1347,-1.2246687695951767e-05,-3.5818549489217956e-05,1.2761234212130842e-05
r_1m_mean,840,1346,2.5914548693156915e-06,-2.1565396988700784e-05,2.2975333045310696e-05
r_1m_mean,841,1346,-1.10903096640658e-05,-5.908157601549267e-05,3.921521956745914e-05
r_1m_mean,842,1347,-5.385969385035049e-06,-4.751657170991521e-05,2.9857752253697544e-05
r_1m_mean,843,1347,1.0339504065800522e-05,-2.5178969620159102e-05,4.138283545108381e-05
r_1m_mean,844,1346,-2.2417365548044755e-05,-5.3725121165795386e-05,6.663177296405432e-06
r_1m_mean,845,1346,-1.3182094096587007e-05,-4.188327572472956e-05,1.4008602650283682e-05
r_1m_mean,846,1346,-9.96771848442512e-06,-4.272218968400587e-05,2.113027460353712e-05
r_1m_mean,847,1346,-9.140182190230695e-06,-4.261225866190088e-05,2.3386692192934802e-05
r_1m_mean,848,1346,-1.240527924497896e-05,-4.127459249661412e-05,1.7972096903208795e-05
r_1m_mean,849,1346,-3.3749217435465606e-06,-3.0477444732693455e-05,2.3996822129193443e-05
r_1m_mean,850,1346,-1.4689313382255585e-05,-4.504364928714949e-05,1.3665907825874549e-05
r_1m_mean,851,1345,4.246868315215956e-06,-2.2654242944771912e-05,3.269587906829146e-05
r_1m_mean,852,1345,-3.4287255079688924e-05,-5.547069927061593e-05,-5.041486501796725e-06
r_1m_mean,853,1346,5.500957368264565e-06,-2.16845943080475e-05,3.045848659376116e-05
r_1m_mean,854,1347,1.6680893550077283e-05,-8.581436680350987e-06,4.2221932527994055e-05
r_1m_mean,855,1347,-1.2426407632673585e-06,-2.695501154324051e-05,2.271664692918615e-05
r_1m_mean,856,1347,2.200369448659683e-05,-9.580819965382181e-06,5.084850090666111e-05
r_1m_mean,857,1347,-2.9959792145431023e-05,-5.653465464875905e-05,-3.8001390786939617e-06
r_1m_mean,858,1347,1.1420116147809658e-05,-1.2272653803118953e-05,3.563698924339031e-05
r_1m_mean,859,1347,2.3692927808230492e-05,-6.669749889056081e-07,5.3213861280236814e-05
r_1m_mean,860,1346,-8.819255337681815e-06,-3.286844516195913e-05,1.9982240558734136e-05
r_1m_mean,861,1346,1.3165470938950577e-05,-1.1793972188144884e-05,4.004159418331842e-05
r_1m_mean,862,1346,-8.319791617376467e-06,-3.6207445358823754e-05,1.784711069672921e-05
r_1m_mean,863,1346,1.6278889803511254e-06,-2.409429092069116e-05,2.8752442445368275e-05
r_1m_mean,864,1346,3.517358467078369e-05,3.390554462834385e-06,6.350762417432254e-05
r_1m_mean,865,1346,-4.219727246605933e-06,-2.9572891838113783e-05,2.0056864445544134e-05
r_1m_mean,866,1346,-3.2425478375731685e-07,-2.8929441531506696e-05,2.9758076072427385e-05
r_1m_mean,867,1346,9.893825525129744e-06,-2.2935969195439135e-05,3.6657306607306586e-05
r_1m_mean,868,1346,1.698028647401807e-05,-1.1879447350937953e-05,4.563991549689921e-05
r_1m_mean,869,1346,2.8094406887613465e-05,3.103897126613107e-06,5.2776061875006764e-05
r_1m_mean,870,1347,-1.2976352538462513e-05,-3.678430488356501e-05,1.155454165370939e-05
r_1m_mean,871,1347,2.9880191310131757e-05,-9.427701712683746e-06,6.392298998355413e-05
r_1m_mean,872,1347,1.2647474146707246e-05,-1.541392964614774e-05,4.717667347350134e-05
r_1m_mean,873,1347,-1.3675799485084791e-06,-2.868315988499998e-05,2.7991436774919523e-05
r_1m_mean,874,1347,-1.268720551002946e-05,-4.068466542370882e-05,1.653323343760802e-05
r_1m_mean,875,1347,1.0489523648433889e-05,-2.0060233310875825e-05,4.212934821123403e-05
r_1m_mean,876,1347,-1.560980571400228e-05,-5.0481278749321646e-05,1.8432121266793305e-05
r_1m_mean,877,1347,-4.533581231451308e-06,-4.0069576117677326e-05,2.6714459654239854e-05
r_1m_mean,878,1347,4.259726957859647e-05,1.113764015695037e-05,7.399474798901315e-05
r_1m_mean,879,1347,3.907532109620788e-05,1.2019340130221383e-05,7.278893358523731e-05
r_1m_mean,880,1346,8.199092261939414e-06,-1.8733752691781087e-05,3.032690138404599e-05
r_1m_mean,881,1346,3.7727651101427153e-06,-2.7927164870002926e-05,2.9091804687775997e-05
r_1m_mean,882,1346,1.8466863247739254e-05,-7.75953102225533e-06,4.8068280523754136e-05
r_1m_mean,883,1347,-1.0696205348089031e-05,-3.9981624502779644e-05,1.593910793730168e-05
r_1m_mean,884,1347,3.6993963107532123e-06,-2.3506428281891886e-05,3.003761603398642e-05
r_1m_mean,885,1347,8.744769180496214e-06,-2.062247085236073e-05,3.898671079856193e-05
r_1m_mean,886,1347,2.873403798274e-06,-2.4842896683243536e-05,3.245893096296904e-05
r_1m_mean,887,1347,1.684757720903868e-05,-8.476233501781366e-06,4.706217590995789e-05
r_1m_mean,888,1347,-2.175479605412896e-05,-5.321756710660399e-05,5.637011163063456e-06
r_1m_mean,889,1347,8.462754414107578e-06,-1.8863574122201354e-05,3.6489266630064804e-05
r_1m_mean,890,1347,7.493515505641144e-06,-2.067427835717427e-05,3.314577100202867e-05
r_1m_mean,891,1347,-1.2894873643072566e-05,-4.461174345394799e-05,1.7720350584023397e-05
r_1m_mean,892,1347,-7.011949365659566e-06,-3.5226525733570737e-05,3.034394517441484e-05
r_1m_mean,893,1347,1.78093672463009e-05,-7.0034937416543e-06,4.3062220126492936e-05
r_1m_mean,894,1347,-1.8703003442979277e-05,-4.8456229060129674e-05,1.101463618625258e-05
r_1m_mean,895,1347,2.233793567503054e-05,-5.758996186178582e-06,5.078155334785249e-05
r_1m_mean,896,1347,4.875549243690363e-05,2.107409349633232e-05,7.918782976763679e-05
r_1m_mean,897,1347,3.2240329248157495e-05,3.902438322004562e-06,5.840098646119972e-05
r_1m_mean,898,1347,6.447765692268313e-06,-1.9460703799009567e-05,3.3771474373792586e-05
r_1m_mean,899,1347,-1.6493044674269466e-06,-2.3669427485952663e-05,2.2303124985773453e-05
r_1m_mean,900,1347,-1.8488584704557917e-05,-4.5424785594959776e-05,9.356457727648075e-06
r_1m_mean,901,1347,3.62775921220773e-05,-3.270170749404358e-06,7.265665427960705e-05
r_1m_mean,902,1347,-2.9467388132757563e-05,-5.4612981651685935e-05,-7.498138395498278e-08
r_1m_mean,903,1346,-1.4509272471059261e-05,-4.8224004102751814e-05,1.9187031523597945e-05
r_1m_mean,904,1346,-2.0427632729431924e-05,-4.918894907035826e-05,8.011201267171527e-06
r_1m_mean,905,1346,-7.96510767280692e-06,-3.409779039278108e-05,1.959317264737725e-05
r_1m_mean,906,1346,-1.2199907775969592e-05,-4.51063277723333e-05,1.259460154157327e-05
r_1m_mean,907,1346,-1.1093020036294091e-05,-3.7929103004051376e-05,1.6901881968865294e-05
r_1m_mean,908,1346,-2.9358547047359064e-05,-5.719125818845745e-05,-1.8918498972117187e-06
r_1m_mean,909,1346,1.8477925974541702e-05,-6.998423480579265e-06,4.387201240656923e-05
r_1m_mean,910,1346,6.0605950934050765e-06,-2.1410511788613418e-05,3.2245029196266526e-05
r_1m_mean,911,1346,1.204165218243418e-05,-2.1213455553244577e-05,4.515473478037653e-05
r_1m_mean,912,1346,-2.5354219510148775e-05,-5.5734726020236604e-05,5.3827459660515185e-06
r_1m_mean,913,1346,2.1954709452333056e-05,-6.706769014103502e-06,4.3594129338222014e-05
r_1m_mean,914,1346,-1.2462285762491551e-05,-4.037229220658353e-05,1.2763120049333802e-05
r_1m_mean,915,1345,1.3798657307015355e-05,-1.5064823681846526e-05,4.018141289327402e-05
r_1m_mean,916,1346,4.396746279243428e-06,-2.9887650809946455e-05,3.643770523890187e-05
r_1m_mean,917,1347,6.106955703517275e-06,-2.032857311192832e-05,4.228812851812915e-05
r_1m_mean,918,1347,-2.792324367588222e-05,-5.467118623150753e-05,-4.5402638426363007e-07
r_1m_mean,919,1347,3.8970432601439115e-05,8.31767856977377e-06,6.668041503438378e-05
r_1m_mean,920,1347,1.8719948612338e-05,-1.116522685046828e-05,4.3955673355070285e-05
r_1m_mean,921,1347,-1.885512281494868e-05,-5.448221399923856e-05,1.1629321409708611e-05
r_1m_mean,922,1347,-1.5353550239935873e-05,-4.136859117090108e-05,1.371479571479847e-05
r_1m_mean,923,1347,-1.1556180119468588e-05,-3.8535264360953995e-05,1.8294366644716874e-05
r_1m_mean,924,1347,-1.9196924095296856e-05,-5.312370475313425e-05,8.401521399421264e-06
r_1m_mean,925,1347,1.0750531582408482e-05,-1.6997082562540687e-05,3.6055073196855084e-05
r_1m_mean,926,1347,-6.158786185040685e-06,-3.407421162396228e-05,2.2389663778820963e-05
r_1m_mean,927,1347,6.184499246528131e-06,-2.045315888675904e-05,3.63314639283672e-05
r_1m_mean,928,1347,1.3761208317727544e-06,-2.6343493957191764e-05,2.851857318403622e-05
r_1m_mean,929,1347,-8.509741706064992e-06,-3.486800214181308e-05,1.8416494887488023e-05
r_1m_mean,930,1347,-3.409274226838867e-05,-6.098030119231922e-05,-7.839959439179648e-06
r_1m_mean,931,1346,3.340714953011126e-06,-2.6522053871168798e-05,3.7572278963793e-05
r_1m_mean,932,1346,1.726332681830519e-05,-1.4130882895771731e-05,4.926694191715629e-05
r_1m_mean,933,1346,1.811002410730735e-05,-1.5467267826799858e-05,5.4912563952068345e-05
r_1m_mean,934,1346,-1.4764676369988486e-05,-4.9896403901308894e-05,1.7564863145662966e-05
r_1m_mean,935,1346,-1.147579532328771e-05,-4.016544094166338e-05,1.6492680930127297e-05
r_1m_mean,936,1347,-2.7013052768429177e-05,-6.394114214472197e-05,7.821626823275319e-06
r_1m_mean,937,1347,-1.5189968642547948e-05,-4.3761106173126894e-05,1.1717199769122509e-05
r_1m_mean,938,1347,-1.371489540147003e-05,-4.300396310696503e-05,1.6639668571957803e-05
r_1m_mean,939,1347,-1.364223333899003e-05,-4.3480443737361346e-05,1.5888570753865615e-05
r_1m_mean,940,1347,-3.084829411131756e-06,-2.820416149653336e-05,2.4170220370549097e-05
r_1m_mean,941,1346,3.319763682360778e-05,5.977550199085394e-06,6.694220638843649e-05
r_1m_mean,942,1346,2.0975956737325497e-05,-1.0346342526183597e-05,4.929103901992855e-05
r_1m_mean,943,1346,-1.8441519364039306e-05,-5.2233089158669135e-05,1.2930765899362623e-05
r_1m_mean,944,1346,1.393633694574667e-05,-1.412750486878084e-05,4.0886050653350026e-05
r_1m_mean,945,1346,8.467083696037709e-07,-3.148911833216803e-05,3.1176741403012226e-05
r_1m_mean,946,1346,1.57861184504396e-05,-2.7669390728487484e-05,4.882142253017993e-05
r_1m_mean,947,1347,-2.0587365235967414e-05,-5.2081306878591384e-05,1.1927343915959157e-05
r_1m_mean,948,1347,1.2410963358957747e-05,-1.571564260923098e-05,3.811545713641055e-05
r_1m_mean,949,1347,-1.4002769720317646e-05,-4.7017386537316966e-05,1.5989191696869653e-05
r_1m_mean,950,1347,-3.115753139611729e-05,-6.373766681361241e-05,2.517855824412176e-06
r_1m_mean,951,1347,-4.5834275614417204e-06,-7.82672916128876e-05,6.527638383168718e-05
r_1m_mean,952,1347,-6.639454806300756e-05,-0.00010355284744432453,-3.0612723782289715e-05
r_1m_mean,953,1347,4.0305700035662373e-05,8.862655022038914e-06,7.113850109824048e-05
r_1m_mean,954,1347,4.208403800500686e-06,-2.9194167717537922e-05,3.848713483975666e-05
r_1m_mean,955,1347,8.382324450402906e-05,3.4262377811046654e-05,0.0001300629586202162
r_1m_mean,956,1347,-4.509335080494909e-06,-4.74768687541976e-05,4.697045108559273e-05
r_1m_mean,957,1347,-3.737866490783526e-05,-6.72851707625955e-05,-8.765204248948897e-06
r_1m_mean,958,1347,2.6799901386952006e-05,-9.452937378986022e-06,5.901620488415573e-05
r_1m_mean,959,1347,1.112409478197023e-05,-1.5432240509492273e-05,3.795498493855769e-05
r_1m_mean,960,1347,2.3503806564795653e-05,-2.8064910518799454e-05,8.769611231014608e-05
r_1m_mean,961,1347,2.3040955859653154e-05,-2.5599474416552443e-05,6.930853765217122e-05
r_1m_mean,962,1347,8.366275814582387e-05,3.177964842908403e-05,0.000135724479252083
r_1m_mean,963,1347,-4.031413767956046e-05,-7.345990785725334e-05,-4.585177126506962e-06
r_1m_mean,964,1347,-3.199072019850017e-05,-5.775131568182893e-05,-5.850936124756551e-06
r_1m_mean,965,1347,7.621880538689477e-06,-1.7959172367822918e-05,3.25066787981709e-05
r_1m_mean,966,1347,-9.695272556710306e-07,-3.562133735241832e-05,3.6466060496098134e-05
r_1m_mean,967,1347,1.9382682323225043e-05,-7.706133375355423e-06,4.74129038564922e-05
r_1m_mean,968,1345,-1.5293705019151164e-05,-3.950551784665305e-05,8.560274545046754e-06
r_1m_mean,969,1345,-4.184636293513231e-06,-2.589292484083922e-05,1.3392711631503152e-05
r_1m_mean,970,1345,2.8936763966364054e-06,-1.6908133411269023e-05,2.0726215921662912e-05
r_1m_mean,971,1345,-2.6855404667405745e-05,-4.5815273293092185e-05,-6.21354276976063e-06
r_1m_mean,972,1345,1.3646281029726504e-06,-1.7201274075596423e-05,2.123763091412867e-05
r_1m_mean,973,1345,-2.3448208668830598e-08,-1.6395312363624703e-05,2.0294434533176608e-05
r_1m_mean,974,1345,3.2811194861634486e-05,1.1435637939364506e-05,5.783481258897666e-05
r_1m_mean,975,1345,-2.4811321361334838e-05,-4.875379868754845e-05,3.1975608168105856e-07
r_1m_mean,976,992,1.9516211207098432e-05,-2.3532994549969094e-06,4.400338317603234e-05
r_1m_mean,977,981,-2.302751330667632e-06,-2.4429404427447023e-05,1.846606342678948e-05
r_1m_mean,978,981,-7.707793884394065e-06,-2.683005691581483e-05,1.2345298583933807e-05
r_1m_mean,979,980,1.973058224466922e-05,3.613141789492653e-06,4.0295775723939754e-05
r_1m_mean,980,980,7.067091801592608e-06,-8.111086523484731e-06,2.4005098120311722e-05
r_1m_mean,981,979,-3.2137016460193306e-06,-3.4068346353076034e-05,2.701916893408149e-05
r_1m_mean,982,978,-9.369426830814252e-06,-3.7380961886572086e-05,1.4735619690624011e-05
r_1m_mean,983,981,9.555575882584137e-06,-7.0993613142812795e-06,2.8415845301264828e-05
r_1m_mean,984,981,6.186890975654186e-06,-1.068132725173715e-05,2.4120988391269488e-05
r_1m_mean,985,982,-5.355820206109416e-06,-2.1051621050822452e-05,9.333226681726614e-06
r_1m_mean,986,982,-9.520974988294708e-06,-2.4418476278274976e-05,8.082681938044853e-06
r_1m_mean,987,981,1.059269866331407e-05,-1.193417640396801e-05,2.9882845170361105e-05
r_1m_mean,988,981,-1.251382621212212e-05,-3.4340552130312546e-05,4.153280928225306e-06
r_1m_mean,989,983,1.0431444736422154e-06,-2.1238098699912818e-05,2.1563051761294612e-05
r_1m_mean,990,983,-2.7442135658103512e-06,-1.8523194585659636e-05,1.3814846858621343e-05
r_1m_mean,991,983,4.0198840794121076e-06,-2.9453617465567575e-05,3.5998637108580936e-05
r_1m_mean,992,1344,-5.487411035446116e-06,-2.485040628071658e-05,1.1400625213333302e-05
r_1m_mean,993,1344,-8.918576492878329e-07,-1.6802419304580297e-05,1.4896153521791623e-05
r_1m_mean,994,1347,-3.6683609996176793e-06,-1.8155820250803486e-05,1.4688381399011348e-05
r_1m_mean,995,1347,1.4727959418616315e-05,-2.808533416196022e-06,2.859945680767771e-05
r_1m_mean,996,1347,7.32704444223339e-06,-7.253037867028111e-06,2.034967328949812e-05
r_1m_mean,997,1347,9.119050992053167e-06,-4.570240120761698e-06,2.6194156792681764e-05
r_1m_mean,998,1347,-1.1633043510148084e-06,-1.8258171447743803e-05,1.2701976456425073e-05
r_1m_mean,999,1347,1.2447351501892452e-05,-8.209140017789776e-07,2.697222013860661e-05
r_1m_mean,1000,1345,8.827407978149597e-06,-3.3464756633777657e-06,2.395257078094076e-05
r_1m_mean,1001,1345,1.7061479490752468e-06,-1.2230986606844787e-05,1.5933165088886776e-05
r_1m_mean,1002,1345,-4.430300629521647e-06,-1.6230998629631278e-05,6.296707811560743e-06
r_1m_mean,1003,1346,-4.614250044358462e-07,-1.394966228128445e-05,1.2383126929386221e-05
r_1m_mean,1004,1345,-3.951152411858408e-07,-1.14066126100802e-05,9.473430922506788e-06
r_1m_mean,1005,1346,3.564058189450004e-06,-6.851405349643678e-06,1.7440642715476244e-05
r_1m_mean,1006,1346,-4.856772076996975e-07,-1.3688614090164014e-05,9.853393849886649e-06
r_1m_mean,1007,1345,-3.1621149958642964e-06,-1.6140498192806305e-05,9.10503517517816e-06
r_1m_mean,1008,1345,6.654507782644574e-07,-1.1586265866952815e-05,1.363164431957634e-05
r_1m_mean,1009,1346,-6.306633097956722e-06,-1.7964952872713008e-05,5.976690412237091e-06
r_1m_mean,1010,1347,8.847624036641207e-06,-5.069200963330032e-06,2.0949841848877276e-05
r_1m_mean,1011,1347,-2.3263033093361556e-07,-1.1355986393519745e-05,9.34779017200927e-06
r_1m_mean,1012,1347,1.137003947105483e-05,-7.389203534727715e-07,2.3899468109106574e-05
r_1m_mean,1013,1344,4.37732789208674e-06,-5.280575160569305e-06,1.4588637672842691e-05
r_1m_mean,1014,1343,5.78553925929295e-06,-3.980252858124007e-06,1.6675529290413265e-05
r_1m_mean,1015,1344,7.354692120265819e-07,-9.698821721833455e-06,1.2930371361560475e-05
r_1m_mean,1016,1344,-9.923772088891498e-06,-2.075749370036884e-05,1.5438475032222839e-06
r_1m_mean,1017,1342,2.763438292895306e-06,-8.04876246529559e-06,1.2266377352770309e-05
r_1m_mean,1018,1341,3.2402855135120433e-06,-7.555248155788979e-06,1.3814512646524386e-05
r_1m_mean,1019,1343,-4.938199472678055e-06,-1.6522299729352932e-05,5.982285964157762e-06
r_1m_mean,1020,1343,2.9543060621902178e-06,-7.572445183065931e-06,1.384246719995661e-05
r_1m_mean,1021,0,,,
r_1m_mean,1022,0,,,
r_1m_mean,1023,0,,,
r_1m_mean,1024,0,,,
r_1m_mean,1025,0,,,
r_1m_mean,1026,0,,,
r_1m_mean,1027,0,,,
r_1m_mean,1028,0,,,
r_1m_mean,1029,0,,,
r_1m_mean,1030,0,,,
r_1m_mean,1031,0,,,
r_1m_mean,1032,0,,,
r_1m_mean,1033,0,,,
r_1m_mean,1034,0,,,
r_1m_mean,1035,0,,,
r_1m_mean,1036,0,,,
r_1m_mean,1037,0,,,
r_1m_mean,1038,0,,,
r_1m_mean,1039,0,,,
r_1m_mean,1040,0,,,
r_1m_mean,1041,0,,,
r_1m_mean,1042,0,,,
r_1m_mean,1043,0,,,
r_1m_mean,1044,0,,,
r_1m_mean,1045,0,,,
r_1m_mean,1046,0,,,
r_1m_mean,1047,0,,,
r_1m_mean,1048,0,,,
r_1m_mean,1049,0,,,
r_1m_mean,1050,0,,,
r_1m_mean,1051,0,,,
r_1m_mean,1052,0,,,
r_1m_mean,1053,0,,,
r_1m_mean,1054,0,,,
r_1m_mean,1055,0,,,
r_1m_mean,1056,0,,,
r_1m_mean,1057,0,,,
r_1m_mean,1058,0,,,
r_1m_mean,1059,0,,,
r_1m_mean,1060,0,,,
r_1m_mean,1061,0,,,
r_1m_mean,1062,0,,,
r_1m_mean,1063,0,,,
r_1m_mean,1064,0,,,
r_1m_mean,1065,0,,,
r_1m_mean,1066,0,,,
r_1m_mean,1067,0,,,
r_1m_mean,1068,0,,,
r_1m_mean,1069,0,,,
r_1m_mean,1070,0,,,
r_1m_mean,1071,0,,,
r_1m_mean,1072,0,,,
r_1m_mean,1073,0,,,
r_1m_mean,1074,0,,,
r_1m_mean,1075,0,,,
r_1m_mean,1076,0,,,
r_1m_mean,1077,0,,,
r_1m_mean,1078,0,,,
r_1m_mean,1079,0,,,
r_1m_mean,1080,0,,,
r_1m_mean,1081,0,,,
r_1m_mean,1082,1395,-1.0053016869281876e-05,-5.9843031080196694e-05,3.268323948752786e-05
r_1m_mean,1083,1393,-1.9443545242145926e-06,-2.8205126948555687e-05,3.288291668776964e-05
r_1m_mean,1084,1393,-1.7867183624859113e-05,-5.8395857026781864e-05,1.9661485546265223e-05
r_1m_mean,1085,1393,-1.1331380727664065e-05,-3.158482845098888e-05,1.0713187211969216e-05
r_1m_mean,1086,1394,2.5810117732178532e-06,-2.106714610227623e-05,2.3366495497703306e-05
r_1m_mean,1087,1395,9.697316897718674e-06,-1.031030406877817e-05,3.0060278495868382e-05
r_1m_mean,1088,1394,-1.689771260511471e-06,-2.1120764396081203e-05,2.129753262111707e-05
